,name,contents
969,넙게오름,"넓적한 게 모양이라 하여 유래
"
378,넙다,넓다.
1079,넙빌레물,"암반이 넓게 깔린 곳에 샘이 있어 붙여진 이름
"
6062,넛-손지,⇒널손지
5558,네,#NAME?
2378,네,내(烟) 연기
1138,네-성제-돌,"큰 바위 네 개가 형제처럼 있어 붙여진 이름 
"
4047,네-종,늑막. 내장등에 생기는 병
6061,네미,‘너의 어미’를 얕잡은 말 ‘너의 어미’가 준것
4698,네복,내장(內臟)
630,네슬르다,싫어하다.
2377,네왕,내왕(來往)
2376,네외,내외(內外)
2375,네용,내용(內容)
5557,네위,⇒네
2374,네위-질,노질
5556,네윗-대,⇒네
2373,네장도립,집안 살림도구를 뒤엎어 부수는 것
629,넬리다,#NAME?
2372,넷-내,#NAME?
2371,넷-내움살,⇒넷내
3568,넹-국,끓이지 아니한 국
4046,넹-빙,위경련(胃莖攣)
628,넹기다,넘기다
3567,넹멘,냉면
6060,넹바리,결혼한 색시
2370,넹바리,#NAME?
3566,넹수,냉수
2369,녁,녘(方)
5115,노-사리,노뭉치
744,노-적눌,"노적가리 형태의 자갈더미가 있는 곳
"
3327,노가리,주목나무(朱木)
4736,노각-뿔,은백색(銀白色)의 소뿔.<소뿔의 품위는 다음과같음.>
4735,노각뿔,은백색 뿔
187,노고록이," 노고롯이. 오북하게, 마음 놓고 편안히"
900,노꼬물오름,"노꼬물 전설에서 유래한 샘이 있어 붙여진 이름
"
5226,노꼿,#NAME?
5134,노끗,⇒노꼿
6059,노녀기,놀이하는 어린애
2368,노념,어린애 놀이
624,노누다,나누다.
623,노닥거리다,"  = 노닥이다 노닥거리다, 지껄리다."
6047,노닥사니,⇒나닥사니
56,노단,오른쪽
55,노단 손,오른 손
6209,노단-펜,바른편(石)
995,노단새미,"노단은 오른쪽을 일컫는 제주지역어로,  한라산을 향해 거슬러 흐르지 않는데서 유래한 이름
"
6397,노대,#NAME?
5109,노라미," =노람지. 영. 이영
"
1403,노란코사발,"물·기름·술 따위의 액체를 옮겨 담을 때 사용
"
1431,노란허벅방춘이,"간장이나 탁주를 보관하던 동이
"
5127,노람지,⇒노라미
4600,노랑 어럭쇠,누런 빛. 흰 빛이 섞인 얼룩소
2367,노랑-내,노린내
5764,노랑-물레,노랑 물감
2355,노래상,(常) 떳떳상
963,노로오름,"노루(노로)가 많이 서식하여 유래
"
6171,노롯,산꼬대
1287,노루탈,겨울딸기
6058,노름-쟁이,투전군
4729,노리,노루
6320,노리,나루(津)
4953,노리-개,놀음
3326,노리-꿀,#NAME?
3324,노리-쿨,⇒노리꿀
622,노리다," 내리다, *값이 노리다."
924,노리손이,"노리는 노루를, 손은 쏘다의 옛말로 노루가 많아 노루사냥으로 이름났던 데서 연유
"
923,노리오름,"노루가 많았던데서 연유함
"
621,노리우다," 내리우다. 물건값을 깎다, 늘리어 펴다."
3325,노리자리,⇒고요화
4728,노린-개,누렁개
2948,노린-도세미,알이 둥글고 굵은 콩 품종의 한가지
798,노린-빌레,"붉은 누런색을 띠는 암반
"
4727,노린-신쇠,머리와 꼬리에 검은 털이 있는 소
4726,노린-어럭쇠,황백색 얼룩소(黃白斑牛)
4725,노린-월라,황백색 얼룩말(黃白斑馬)
4626,노린신쇠,머리와 꼬리에 검은 털이 약간 있는 누런 소
4585,노린월라,누런털에 흰털이 조금 섞여 있는 얼룩말(黃白斑馬)
4894,노머리-또,김녕리 자원당의 신 이름
2828,노몰,⇒노물
2832,노물-동지,무종. 배추 장다리
2831,노물-베설,배추 고갱이
2830,노물-유레기,배추 잎이운것
3467,노물-체,배추 생채
2827,노물-쿡,나물국
2829,노물-팥,나물밭. 채전
2834,노물1," =노몰. 나물. 채소
"
2833,노물2,#NAME?
3231,노물베설,배추 고갱이
5763,노봉-옷,⇒너붕옷
183,노시," 영영, 결국"
891,노용-동산,"노루모양과 같은 지형
"
6396,노을,⇒노대
4896,노일저대,남선비 신화에 나오는 신 이름
2366,노중복사,다니다가 길에서 죽는것(路中伏死)
377,노프(높으)다,높다.
3323,녹-낭,#NAME?
1371,녹낭,녹나무
5133,녹대,간다개
4045,녹대-쉬염,텁석부리
2947,녹디,녹두
2835,녹디-지룸,숙주나물
3322,녹촌-남,쪽동백
5114,논-갊,논갈이
5242,논-갊,논갈이
5142,논-고량,논고랑
5132,논-골,논도랑
5113,논-달룸,#NAME?
5131,논-말지기,#NAME?
6260,논-시둑,논두둑
5112,논-파니,⇒논말지기
2585,논다니,평론(評論)
5555,논주,목수 연장의 한가지. 끝이 작은 것
2354,놀,날(刃). 인
54,놀,셍. 날
6395,놀,⇒노대
53,놀 거,날 것
52,놀 땅,맨 땅
2353,놀-거,#NAME?
3317,놀-낭,#NAME?
2352,놀-내,#NAME?
4811,놀개," =놀개기. ①날개. ②지느러미.
"
620,놀다¹,날다(飛).
619,놀뛰다,날뛰다.
5038,놀래,#NAME?
618,놀려불다,#NAME?
2351,놀림,#NAME?
186,놀몽놀몽,천천히
617,놀싹호다,무너지다.
4444,놀치,날치
6057,놈,남(他人)
6056,놉,품 팔아 일하는 사람. 인부(人夫)
6394,놉-하늬,북북동쪽에서 오는 바람(北北東風)
5554,놋-낭푼이,#NAME?
5553,놋-대양,⇒놋낭푼이
5552,놋-사발,#NAME?
1027,농개물,"고기를 잡으려 투망하던 목이라 하여 붙여진 이름
"
6055,농바니,농부
616,놎추다,낮추다.
627,놓이다,놓다
6323,누,#NAME?
1632,누게,누구
1774,누구짓 아이,누구집 아이
3565,누넹이,#NAME?
2946,누렁-대죽,#NAME?
3564,누렝이,⇒누넹이
3321,누룩-낭,후박나무
2698,누룩-돌,#NAME?
2697,누룩-빌레,푸석돌 반석
873,누릉낭-동산,"누릅나무 동산
"
376,누리다,누르다.
3563,누린-물,누렁물
4383,누에-씨,누에 알
6322,누팔,⇒누
626,눅지다," 지우다, 눕히다."
5551,눈,물안경(潛水鏡)
4043,눈-골매,가손. 쌍거풀
4044,눈-깍,눈초리
4040,눈-도래기,다래끼
4042,눈-두께,눈껍질. 눈꺼풀
4041,눈-두세,양미간(兩眉間)>
1136,눈-마진-여,"바위들이 눈이 내려 쌓인 것처럼 보여 붙여진 이름
"
2365,눈-물,눈석이
6393,눈-방울,눈송이
4039,눈-방울,눈동자
6054,눈-벨래기,#NAME?
4038,눈-사투리,#NAME?
2363,눈-열,눈힘(眼力). 눈재주
6363,눈-주제,갑자기 내리는 눈
4037,눈-콥,#NAME?
3813,눈-콥,눈꼽자기
4036,눈-콥재기,⇒눈콥
4035,눈-톡,성난 눈살
6053,눈-펄렝이,#NAME?
6052,눈-펄룽이,⇒눈펄렝이
2364,눈넙은-짓,여자 음행(淫行)
3320,눈비아기-쿨,#NAME?
4034,눈퉁-이,눈망울
5130,눌,노적데미. 낫가리
5110,눌-굽,#NAME?
5128,눌-터,⇒눌굽
1631,느,#NAME?
2362,느-찍,⇒너찍
3319,느끼-낭,⇒굴목낭
1630,느네,⇒너내
375,느랏느랏호다," 느릿느릿하다, 맥없다."
185,느런이,나란히
6051,느렁테,#NAME?
6321,느릇,내리받이
896,느지리오름,"상명리의 옛 이름 느지리에서 유래함
"
4895,느진드기-정하님,신화에 나오는 여자 종 이름
6049,늑-쟁이,‘늙은이’를 얕잡은 말
6050,늑신이,늙은이
2945,는쟁이,메밀 겨
2361,는지레기,는지렁이
2360,늘-내,생선 비린내
625,늘루다,늘리다.
3318,늣,습기 있는 곳에 나는 단세포식물(單細胞植物)
2944,늣,메밀 꽃 마른것. 벼꽃
4470,능-구레기,능구렁이
5550,능로-자리,능라자리. 비단같이 아름다운 자리
5549,능화-자리,꽃자리
3757,능화지,반자지(菱花紙)
184,늦이,늦게
2359,늬,뉘. 자손의 덕분을 보는 것
57,늬,네
2943,늬,뉘
1629,늬,⇒느
2358,늬-귀,네모
2357,늬-찍,⇒너찍
4033,늬-활게,사지(四肢)
2942,늬께미,나깨
1628,늬네,⇒너내
6172,늴,내일(來日)>
4032,니,#NAME?
4382,니,이(蝨)
4031,니-빠디,이 생긴 모양
4030,니-빨,⇒니
4029,니-염,잇몸
4028,니-치름,의식없이 나오는 침
4027,니-트멍,잇새
2356,니껍,미끼. 고기밥
6048,니치름-쟁이,침흘리개
4026,닛-겹,이똥
4025,닛-굽,이촉(齒根)
