,name,contents
1207,장테-왓,"장테는 둥굴넓적하게 생긴 질그릇, 장테처럼 생긴 밭""
"
3653,장황-밭,장보
3652,장황-터,⇒장팡
4262,재,#NAME?
881,재-통,"모몰짚을 태워 재를 만들었던 곳, 모몰은 메밀
"
272,재끄만호다,#NAME?
4344,재리,⇒재
4138,재비,제 아비. 얕잡아 하는 말
4261,재열,⇒재
754,잰잰한여,"조그마한 암초들이 줄지여 있는 암초
"
4343,잴,⇒재
3841,쟁겡이,⇒외눈백이
4974,쟁기,⇒잠대
1620,저-거,저것
1619,저-디,저기
1618,저-사름,⇒이녁1
3085,저금타는-낭,배롱나무. 백일홍
4137,저기,#NAME?
6127,저냑-날,그글피
446,저냥호다²,절약하다.
447,저냥호다¹,겨냥하다.
4136,저대,⇒저기
445,저돌아지다," 조들아지다. 미안해지다, 걱정되다."
444,저들다,조들다. 걱정하다.
443,저들루다," 조들루다. 걱정시키다, 괴롭히다, 지부럭거리다."
1874,저르,⇒어이
1873,저를,⇒저르
5066,저리,①꺼리. ②꺼리질. 밭갈이
5065,저리-잠대,꺼리보습
1872,저린-내,#NAME?
4491,저립,‘가다리’와 같은데 살이 검음
1379,저배낭,구실잣밤나무
6129,저슬,#NAME?
3084,저슬-사리,으아리
1288,저슬탈,겨울딸기
5217,저울-치,저울추
6128,저을,⇒저슬
1871,저제,저자(市)
2666,적,푸석진 붉은 화산석(火山石)
3502,적-갈,고기적
5308,적-고지,적꼬치. 꼬챙이
5216,적-쇠,적철. 석쇠
1185,적베지,"명왕(冥王)의 명(命)을 기록한 문서
"
1870,적시,⇒나시
442,적지다,적시다.
3501,전,#NAME?
1869,전-내,⇒저린내
5792,전-방,⇒장황밭
4135,전-태,#NAME?
4705,전각,앞다리(2위)
4572,전각,짐승의 앞다리(前脚)
3500,전기,⇒전
2718,전기-꼿,진달래
1868,전대-전상,대대로 전하는것(傳代 傳承)
1867,전렴,전염(傳染)
1866,전상,지나는 형편
1865,전장,#NAME?
1096,전쟁이물,"잠수들이 쉽게 물질할 수 있다 하여 붙여진 이름
"
1864,전정,⇒전장
1863,전주리,여러 조각으로 찢어진 것
1862,전체,까닭
1861,절,①결(節理). ②결(사이)
3651,절-간,가게
1114,절간물,"샘 주변에 사찰이 있어 붙여진 이름
"
441,절딴나다,결단나다.
4134,절락발-이,⇒전태
4133,절룩발-이,⇒절락발이
3083,절머리-쿨,개밀
3499,절벤,⇒동그랑곤떡
3840,절변-꽝,⇒독머리꽝
3082,절화니,#NAME?
3081,절환지,⇒절화니
1860,점-체,점친 삯
1859,점상,#NAME?
5215,점질-대,점대(籤子)
4571,접,마소의 어깨
1858,접,겹(複)
3650,접-담,절(寺刹)
5214,접-밀이,면의 모서리를 직선으로 미는 대패
5307,접게,집게
4570,접박-뿔,옆으로 길게 향한 뿔
4733,접박뿔,옆으로 길게 향한 뿔
1857,접상,⇒점상
4569,접작-뻬,소 또는 돼지의 목과 어깨의 뼈
4706,접작뻬,목과 어깨뼈(頸部肩胛)
5213,접저께,⇒고분살 빼는 것
4568,접진-거,앞다리가 탈구(脫臼)된 병신소 또는 병신말
4663,접진거,앞다리가 탈구(脫臼)된 말
4915,접진거,앞다리가 탈구(脫臼)된 소
3498,젓-국,전국
3497,젓-물,#NAME?
5015,정,⇒대양
5654,정,⇒멘헷정
3649,정,겹담
3648,정-낭,#NAME?
5653,정-대,꾸릿대
1103,정-또,"정낭이 있는 목장 입구
"
3838,정-세(정쎄),경풍증
3647,정-주먹,⇒정
1856,정1,#NAME?
1855,정2,#NAME?
3080,정갈리,정금나무(조다리 나무)
3839,정강-머리,정가이. 종아리
1854,정게,#NAME?
440,정글다,저물다.
1853,정난-버릇,#NAME?
1852,정난-짓,⇒정난버릇
4132,정남-헤치,염소해에 난 사람. 염소띠(未年生)
1678,정남헤치,염소띠(末年生)
3079,정당,⇒고냉이정당
3078,정동,⇒고냉이정당
2665,정동,청동(靑銅)
5306,정동-화리,청동화로
1851,정메,경매(競賣)
1110,정무시-동산,"정방폭포 위에 수원지가 있는 동산
"
1850,정문,⇒정1
894,정물오름,"정물이라는 샘이 있어 붙여진 이름
"
5212,정반,쟁반. 목판
1849,정비,경비(經費)
1848,정솔,경솔(經率)
1847,정술-낭,⇒정2
1420,정술-내,우물 물이란 뜻
4131,정시,지관(地官)>
3496,정심,⇒날밥
6192,정오-남방,(丁午南方). 정(丁)과 오(午)의 남방
1846,정우,경우(境遇)
3646,정지,⇒정
1845,정찰,경찰(警察)
1844,정체,몸가짐
1843,정치,경치(景致)
815,정포제-동산,"마을제인포제를 지냈던 동산
"
1842,정험,경험(經驗)
3077,젖-쿨,⇒고롬쿨
5211,제-까락,⇒제
3076,제-낭,①노린재나무. ②자작나무
3075,제-돌기똥,면화의 병 이름
835,제-돌레,"제나무가 있었던 작은 밭
"
5305,제-따리,재떨이
3074,제-몰피,벼의 해초 이름
3073,제-사오기,벚나무의 한가지
6237,제-섬,여러지방
2875,제-세경모몰,한가지 병이 있는 메밀
3072,제-쿨,명아주
1841,제1,①재(灰). ②계(契). ③결점
1840,제2,자 l (子l]
1839,제간,재주 부리는 것
439,제기다,쌓다.
3495,제꾸름,⇒고비리
93,제나,제발.
1340,제낭,노린재나무
853,제낭-코지,"노린재나무가 있는 곳이라하여 불려진 이름
"
4598,제노린 어럭쇠,엷은 누런 빛과 흰빛이 섞인 얼룩소
4567,제노린-소,조금 누런소 (淡黃色)
4566,제노린-어럭쇠,조금 누런 빛과 흰빛이 섞인 얼룩소
4624,제노린쇠,누런 빛이 엷은 소(淡黃色牛)
1838,제단,재간(才幹)
4565,제마,준마(駿馬). (才馬)
3494,제물,#NAME?
4130,제미,#NAME?
841,제민당,"조문하던 곳, 사람이 죽으면 토롱해 두었던 밭들이 있던 곳 
"
1228,제밤낭,구실잣밤나무
5210,제봄,⇒제
1837,제봉,#NAME?
1092,제석-동산,"제석은 농신을 뜻함, 마을제를 지냈던 동산
"
6236,제섬-거,사방 사람 또는 물건
3493,제숙,#NAME?
1836,제월제,제사를 위한 재산. 짙은 철량
3492,제육,⇒제숙
5209,제자리,나무 깍는 연장의 한가지
1835,제주,재주
2717,제지,겨자(芥子)
2800,제지,#NAME?
4129,제집,#NAME?
3491,제펜,제사에 쓰는 쌀설기
3071,제피,계피(桂皮)
3070,제환지,⇒절화니
3490,젯,젓
3069,젯-가지,#NAME?
3489,젯-국,⇒젓국
4128,젯-군,곗군. 계원(契員)>
980,젯그린동산,"어미의 젖을 그리는 어린 개의 형국에서 유래한 이름
"
5304,젯미리,모끼
1834,젱거,버림받은 신세가 되는 것
6126,젱이월,정이월(正二月)
3837,졉,주걱뼈
3067,조-낭,#NAME?
3487,조-돌래,조 팥단주
3559,조-돌래,조 팥단주
4400,조-우럭,#NAME?
2874,조-졸래,조 반쭉정이
3065,조-찍,⇒조낭
3486,조-축,조죽
3485,조-침떡,조 설기
2873,조-칵매기,조의 빈 이삭. 조 쭉정이
2872,조-코고리,조 이삭
5064,조-크르,조를 심었던 방
3064,조-크리,조 그루
3484,조-팝,조밥
5063,조-팥,조밭
3483,조-펌벅,조 범벅
2871,조-풍뎅이,⇒붕당체
4402,조개-겁죽,#NAME?
3488,조개-송편,송편
4490,조개기,#NAME?
4401,조개기-거죽,⇒조개-겁죽
1037,조개물,"조개하나 크기만큼 작다 하여 붙여진 이름
"
4489,조갱이,⇒조개기
92,조고마니,자그마니.
86,조근조근," 초근초근. 차곡차곡, 차근차근."
1772,조금,간지럼
6365,조금-사리,조금 날 흔히 오는 비
3068,조뀌-남,화살나무
1771,조놈,보지락. 농촌에서 비가 내린 분량을 헤어라는 단위
1833,조데,교대(交代)
424,조라다,자라다.
271,조라지다,너그럽지 못하다.
270,조랍다,졸리다.
5208,조래기,종다래끼. 종다리
3066,조령,⇒유룸줄
1770,조롬,마지막. 끝
3836,조롬,밑(尻)
1370,조롱낭,조롱나무
254,조르다,#NAME?
1064,조름지,"뒤꽁무니를 졸라 매 버렸다하여 유래
"
1832,조리,뼘
4927,조리극,옛날 팔월 보름날 남녀가 노래 부르고 춤추며 줄다리기를 하던 놀이
5303,조막-단지,단지의 작은 것
85,조못,자못.
1831,조문,조상(弔喪)
423,조물다¹,저물다.
1769,조미,⇒제미
1226,조밤낭,구실잣밤나무
1768,조봉,⇒제봉
1829,조새,재롱
711,조석,"자식
"
1038,조선물,"강수량에 상관없이 주기적으로 수량이 늘고 주는것이 간만의 차에 의해 들고나는 물과 같다 하여 붙여진 이름
"
1830,조섭,교섭(交涉)
84,조세히," 좀상히. 꼼꼼히, 자세히."
1767,조엽,⇒재엽
4845,조왕,부엌을 차지한 신 이름
5207,조왕-그물,좽이
4844,조왕-할망,부엌을 차지한 신인데 남선비는 ‘조왕할아방’이 되었다고 함
3835,조쟁이,자지
2865,조졸래,조 반쭉정이
3834,조종-머리,#NAME?
3833,조종-패기,⇒조종머리
83,조주,자주.
1828,조지,모춤(束)
1175,조짝-여,"""뾰족하다
 의 뜻으로 그런 모양의 여""
"
2855,조체,조 껍질
1766,조취,⇒조숙
4127,조캐,조카
4126,조캣-버릇,조캇벌
2959,조코고리,조 이삭
1827,조통,교통(交通)
1822,족,죽(열 개.)
3063,족-낭,때죽나무
3062,족-대,⇒수리대
5302,족-덧,족저비 덫
5205,족-숟가락,작은 숟가락. 부러진 숟가락
5300,족-체,작은 고기를 건지는데에 쓰는 국자 모양의 그물
1364,족낭,때죽나무
269,족다," 작다, 적다."
5206,족바지,자루 있는 그물 새끼
5301,족박-새기,쪽박
4564,족발-이,비틀걸음을 하는 발을 가진 병신소 또는 병신말
4657,족발이,비틀걸음을 하는 발을 가진 소
4662,족발이,비틀걸음을 하는 발을 가진말
3204,족은 오깨기,헤아리베찌
4125,족은-각씨,첩(妾)
4124,족은-놈,작은 놈(둘째 이하)
4123,족은-말젯놈,다섯형제중 네째
6005,족은-말젯놈,넷째 놈
4122,족은-말젯사위,다섯사람중 네째사위
4121,족은-말젯상제,다섯사람중 넷째상제.
4120,족은-말젯아돌,다섯사람중 네째아들
4119,족은-메누리,끝엣며느리
4118,족은-사위,끝엣사위
4117,족은-삼춘,#NAME?
4116,족은-상제,작은상제
4115,족은-아방,⇒족은삼촌
4114,족은-어멍,숙모(叔母)
3795,족은-한집,홍역
915,족은드레오름,"작은 들(족은드레)에 있다 하여 연유함
"
26,족은말젯,다섯 중 넷째의 인륜 관계
25,족은말젯 사위,다섯 중 넷째 사위
24,족은말젯 상제,다섯 중 넷째 상제
973,족은물뫼,"큰물뫼와 구분하기 위해 부르게 됨
"
975,족은왕뫼,"왕뫼 가까이에 있는 작은 오름이라는데서 유래한 이름
"
268,족은족은호다," 매우 작다, 매우 적다."
1134,족쟁이-여,"족제비처럼 생겨 붙여진 이름
"
4563,족제비,족저비
91,족족," 조끔조끔, 조금씩."
1821,족혼-거,쓸모 있는 것
852,존-내-틈,"작은 내 사이란 뜻으로 불려진 이름
"
1765,존-섬,남을 돌보아 주는 마음
1187,존경내,"소나 돼지를 만지거나 먹었을 때 풍겨나는 냄새
"
4113,존위,①마을존장. ②마을 일을 맡아보던 우두머리 토직(土職)
253,존존호다,자잘하다.
267,존존호다,매우 좋다.
2716,졸갱이,⇒고냉이똥
3061,졸갱이-줄,⇒유룸줄
4488,졸락,⇒조우럭
2870,졸래,반쭉정이
807,졸레-왓,"쭉정이를 주고 바꾼 밭
"
4112,졸레기,조르는 일을 하는 사람
4399,졸맹이,용치놀래기
1819,졸멩이,그중에서 작은 것. 용렬한 것
90,졸바로,올바르게
266,졸바르다,바르다.
252,졸이다,잘다.
2565,좀,잠
5204,좀-톱,이가 세밀한 작은 톱
5299,좀-팍,⇒손박
422,좀기다,잠기다.
710,좀녀,"해녀
"
2861,좀녀-콩,작두콩
709,좀녜,"해녀
"
1818,좀메,어린애가 주먹을 쥐고 펴고 하는것
708,좀무충이,"잠충이, 잠꾸러기
"
707,좀수,"해녀
"
3472,좀은-밥,국밥
421,좀자다,잠자다.
249,좀좀호다,잠잠하다.
3046,좀진-대,가는 대
5193,좀진-씰,세실(細絲)
251,좀진좀진호다,매우 가늘다.
250,좀질다," 가늘다, 세밀하다."
82,좀질이," 잘게, 가늘게."
1336,좀팍,"나무를 타원형으로 둥글고 납작하게 파서 만든 작은 바가지
"
4778,좁-생이,⇒밥주리생이
2864,좁-쏠,좁쌀
3832,좃-거울,좃거웃
4911,좃-나비,⇒나비
5649,좃귀,길쌈할 때 피륙을 벌리기 위하여 찌르는 활 모양의 나무
5648,좃는-물레,⇒싸는 물레
81,좃좃이,매우 자세히.
1817,종,농작물 재배중임을 표시하기 위하여 밭에 꽂은 장대
861,종낭-굴,"주변에 떼죽나무가 많았던 굴
"
3831,종애,종아리. 다리
5203,종이-텁,굽지. 종이조각
438,종잡다,정확한 것을 알아내다.
5298,종재기,종지
1095,종재기- 동산,"종지 모양의 지형
"
248,좆이다," 잦다, 배다."
437,좋아라호다,좋아하다.
4109,좌쉬,좌수(座首)
6235,좌전,⇒산좌전
6234,좌전-림,(座田林). 산소를 위하여 설치한 임야(林野)
6233,죄기,조금
436,죄기다²,쌓다.
435,죄다,쥐다.
4108,주-머리,우두머리(首領)
1015,주군디물,"군대가 주둔할 당시 그들이 이용한 샘이라 하여 붙여진 이름
"
434,주꾸다,주치다. 짖다.
5202,주낫,주낙
5297,주낫-베,주낙질을 하는 배
1816,주낫-질,주낙질
5014,주네,⇒삥이
4342,주넹이,#NAME?
4973,주데,⇒쇠주데
1815,주레,주리(周牢)
3060,주레꿀,매발톱나무
1814,주리,⇒우스리
1813,주리-돈,⇒우스리
3059,주리-쿨,풀 이름. 일본어 himegobanso
3058,주리-풀,개속단
863,주막-동산,"옛날 이곳에 술을 팔았던 주막이 있었던 자리
"
3645,주먹-낭,대문 기둥
5201,주멩기,주머니
1032,주어물,"다양한 어족이 모여드는 바닷가에 있다 하여 붙여진 이름
"
1031,주어미수개미동굴,"다양한 어족이 모여드는 바닷가에 있다 하여 붙여진 이름
"
4260,주얼,등애
3057,주적,#NAME?
5296,주전지,주전자
1809,주정,규정(規定)
1808,주제,사람을 깔보는 데 쓰는 말
6364,주제,비. 눈. 바람 따위가 갑자기 내리거나 이는것
1807,주제 넘다,되지 못하다
1806,주제 벗어지다,되지 못하다
3482,주제-술,소나기술
5062,주제기,#NAME?
3056,주젝-이,⇒주적
4972,주젱이,⇒주제기
3055,주죽,⇒주적
5061,주지,⇒주제기
1805,주천석,술이 샘솟듯 나오는 돌 (酒泉石). 유리국 왕자 제주도 표착 전설에서 나온것
3054,주충,해초 이름. 모자반 비슷하나 잎이 잘고 가지는 짧으며 큰 방울이 약간 달림
3644,주취,주추
1804,주칙,규칙(規則)
5200,죽-숟가락,죽술
89,죽게,죽도록.
4843,죽사니,잡귀
4107,죽쉬-다리,못난 사람의 별칭
1396,죽절벵,"물을 넣기도 하나 주로 술을 담아두는 병
"
1330,죽젓광이,"남죽
"
4341,준시,⇒맬뤼
4777,준작,⇒순작
1803,준지,진주(眞珠)
265,준쭌호다,매우 여위다.
3053,줄,⇒너출
4971,줄-갈래,가래
3052,줄-고사리,⇒생이줄
5295,줄-방석,새끼로 엮은 방석
3051,줄-상낭,누운 향나무(矮檜)
2862,줄-오리,이삭이 긴 보리 품종 이름
264,줄다,여위다.
2715,줄창화,죽도화. 황매화(黃梅花)
6360,줌벙이,가랑비
1802,중,줄(까닭의 설명. 방법. 수단등을 말하는것)
5060,중-난전,들 밖에 있는 그리 좋지 아니한 밭
4106,중-버러기,중 머리와 같이 머리를 깍은 사람
1248,중-통,"스님들이 멱을 감던 곳
"
1800,중간-치기,중간따기
3481,중게,긴 약과
1799,중메,#NAME?
4970,중물,중간 수확물
5059,중물-외,중간 외
4969,중물-호박,중간 호박
3480,중석,⇒고비리
4562,중성기,악대소
4914,중숭,짐승
5020,중알-대,가운데에 가로 있는 대
1798,중진,⇒중메
1797,중참,도중에서 갈아서 옮기는 것
4104,쥐-헤치,쥐 해에 난 사람. 쥐띠(子年生)
741,쥐영-밧,"쥐들이 사는 구멍이 많았던 밭
"
1794,쥐이-고망,쥐구멍
4105,쥐인,주인
1617,지,⇒이녁2
3643,지게-문,⇒쌀문
433,지꺼지다,지뻐지다. 기꺼하여지다.
263,지꺼지다,기뻐하여지다.
432,지꺼호다,지뻐호다. 기뻐하다.
262,지껍다,기쁘다.
5013,지꾸땅,지어땡이
431,지끄다,기쁘다.
430,지나다,유산하다.
4259,지넹이,⇒주넹이
4913,지다리,⇒오로
4561,지달,⇒지다리
4912,지달-피,지다리의 가죽
3642,지도리,⇒두주리
3641,지동,#NAME?
3640,지둥,⇒지동
429,지드리다,기다리다.
1793,지러기,#NAME?
1792,지럭지,⇒지러기
1791,지렁-내,#NAME?
3830,지레,지라
1790,지레,키(身長)
4776,지레기,⇒그레기
2581,지름,기름
6232,지름-질,지름길
1789,지름-질,거적 짜는 일
1270,지름쟁이-왓,"기름진 밭
"
1811,지름주시,깻묵
3012,지름테역,가는 잔디
2580,지릉-내,⇒지렁내
4968,지메,#NAME?
3479,지물,⇒제물
5058,지미,⇒지메
4842,지산국,고산국의 동생(妹) 되는 신 이름
3639,지새,⇒외
5199,지새-그릇,질그릇
3638,지새-집,#NAME?
1788,지성귀,#NAME?
2579,지성기,⇒지성귀
1404,지세요강,"검은굴에서 소성된 것으로 값이 저렴하여 서민들이 애용.
"
3478,지숙,⇒제숙
2799,지슬,#NAME?
3637,지슬,#NAME?
2578,지시렝이,#NAME?
1787,지싣-물,⇒가지물
3636,지실,⇒지슬
2798,지실,⇒지슬
5231,지실-굿,감자 구덩이
2577,지실-먹,⇒그실먹
4967,지심,⇒검질
3635,지에,⇒외
3634,지에-집,⇒지새집
3633,지엣-장,기왓장
4841,지영-할망,⇒삼승할망
5198,지와,지화(紙貨). 지폐(紙幣)
745,지왓-골,"기왓장이 많이 널려있는 밭
"
4840,지왕-보살,(地皇菩薩). 두 번째 보살
4839,지왕-불법,(地皇佛法) 불교
3477,지이,마늘. 콩 따위를 저린 것
2863,지장,기장(黍)
261,지접다,뜨겁다.
2797,지지,⇒제지
1786,지지게,기지개(欠伸)
2576,지지렝이,⇒지시렝이
3829,지질,치질(痔疾)
1785,지질징,실증
2575,지체,처치(處置)
4340,지충,⇒굼벵이
1168,지충-나는-여,"""지충
 이라는 바다풀이 많이 자라는 곳""
"
260,지치다," 고단하다, 가쁘다, 여위다."
1784,지침,기침
3632,지팡,지방. 문턱
259,지프(깊으)다,깊다.
428,지프(짚으)다,짚다.
427,직산호다,기대다.
2574,직성,무서움 타지않는 마음
3049,진,모시 비슷한 풀 이름. 일본어 yabumao
819,진-모루,"왜란때 군사가 진을 쳤던 곳
"
1143,진-여,"""진
 은 길다의 뜻으로 길게 이어진 여""
"
3048,진-쿨,별꽃 따위의 풀 이름
3047,진-풀,⇒순풀
2664,진-흑,#NAME?
1116,진굽-밧,"""진
 의 성을 쌓아올릴때 기초석이 있었다는 뜻으로 
 진굽
 이 있던 밭""
"
1313,진낭솔새,개솔새
4258,진독,#NAME?
4339,진둑,⇒진독
1021,진모살물,"포구 근처에 모래밭이 길게 펼쳐져 있다 하여 붙여진 이름
"
6359,진벵이,진눈
1058,진세미물,"맑은 샘이 솟아나는 곳이라 하여 붙여진 이름
"
4257,진쉬,⇒멜뤼
1140,진여-깍,"""진여
 의 가장 남쪽에 있다하여 붙여진 명칭""
"
2572,진역,징역(徵役)
88,진직,진작.
258,진진호다,길고 길다.
1325,진호미,"길이가 긴 낫
"
2571,짇을-낭,#NAME?
2570,짇을-커,⇒짇을낭
1780,짇을낭-가지,장작개비
6231,질,길
1779,질,길
5294,질-구덕,물건을 넣어 지는 대바구니
5197,질-배,#NAME?
2569,질-역시,길 역사
1778,질-컬음,길 걸음
2663,질-흑,⇒진흑
257,질긴질긴호다,매우 질기다.
256,질다,① 길다. ②습하다.
712,질동무,"길동무
"
426,질들이다,길들이다.
425,질루다," 기르다, 가꾸다."
4965,질메,길마
5055,질멧가지,길맛가지
5652,질쌈,길쌈
5054,질진-밭,사래 긴 밭
255,질쭉호다,<질찍호다 길쭉하다.
1777,짐,김(蒸氣)
2796,짐,김(海苔)
3383,짐-패,짐을 지는 데에 쓰는 새끼
5292,짐-패,⇒질배
3476,짐끼,#NAME?
5293,짐작,⇒되약
5196,짐작이,⇒되약
3475,짐치,⇒짐끼
2714,짐칫-감,⇒우린-감
1776,짐퍽,#NAME?
5651,집,깁(緝). 비단
3631,집-가제,⇒가지
3630,집-서리,⇒서리
3629,집-줄,지붕을 얽어 매는 새끼
3628,집-지슬," =집-지실 ⇒지슬.
"
3627,집-지실,⇒집지슬
2568,집-직,집 지키기
5194,집-칼,접칼
5195,집널,관널(棺板)
5291,집비,⇒비알
3474,집장,찌개. 잡채의 한 가지.
1775,집탈,트집
87,짓,마구.
4775,짓,깃(羽)
5650,짓-베,다듬지 아니한 삼베
5290,짓-비,장목비. 발갯깃
2567,짓1,집
2566,짓2,길쌈 도벽에 쓰는 풀
3473,징-부찌,한 쪽은 쌀. 다른쪽은 좁쌀로 된 설기떡
1773,징거,증거
6230,징겁,급한 비탈
783,징줄-논,"징줄은 수초를 뜻함, 이 지역에 징줄이 자생하여 불려진 이름
"
